accx_Absolute energy,accx_Average power,accx_ECDF Percentile Count_0,accx_ECDF Percentile Count_1,accx_ECDF Percentile_0,accx_ECDF Percentile_1,accx_ECDF_0,accx_ECDF_1,accx_ECDF_2,accx_ECDF_3,accx_ECDF_4,accx_ECDF_5,accx_ECDF_6,accx_ECDF_7,accx_ECDF_8,accx_ECDF_9,accx_Entropy,accx_Histogram_0,accx_Histogram_1,accx_Histogram_2,accx_Histogram_3,accx_Histogram_4,accx_Histogram_5,accx_Histogram_6,accx_Histogram_7,accx_Histogram_8,accx_Histogram_9,accx_Interquartile range,accx_Kurtosis,accx_Max,accx_Mean,accx_Mean absolute deviation,accx_Median,accx_Median absolute deviation,accx_Min,accx_Peak to peak distance,accx_Root mean square,accx_Skewness,accx_Standard deviation,accx_Variance,accy_Absolute energy,accy_Average power,accy_ECDF Percentile Count_0,accy_ECDF Percentile Count_1,accy_ECDF Percentile_0,accy_ECDF Percentile_1,accy_ECDF_0,accy_ECDF_1,accy_ECDF_2,accy_ECDF_3,accy_ECDF_4,accy_ECDF_5,accy_ECDF_6,accy_ECDF_7,accy_ECDF_8,accy_ECDF_9,accy_Entropy,accy_Histogram_0,accy_Histogram_1,accy_Histogram_2,accy_Histogram_3,accy_Histogram_4,accy_Histogram_5,accy_Histogram_6,accy_Histogram_7,accy_Histogram_8,accy_Histogram_9,accy_Interquartile range,accy_Kurtosis,accy_Max,accy_Mean,accy_Mean absolute deviation,accy_Median,accy_Median absolute deviation,accy_Min,accy_Peak to peak distance,accy_Root mean square,accy_Skewness,accy_Standard deviation,accy_Variance,accz_Absolute energy,accz_Average power,accz_ECDF Percentile Count_0,accz_ECDF Percentile Count_1,accz_ECDF Percentile_0,accz_ECDF Percentile_1,accz_ECDF_0,accz_ECDF_1,accz_ECDF_2,accz_ECDF_3,accz_ECDF_4,accz_ECDF_5,accz_ECDF_6,accz_ECDF_7,accz_ECDF_8,accz_ECDF_9,accz_Entropy,accz_Histogram_0,accz_Histogram_1,accz_Histogram_2,accz_Histogram_3,accz_Histogram_4,accz_Histogram_5,accz_Histogram_6,accz_Histogram_7,accz_Histogram_8,accz_Histogram_9,accz_Interquartile range,accz_Kurtosis,accz_Max,accz_Mean,accz_Mean absolute deviation,accz_Median,accz_Median absolute deviation,accz_Min,accz_Peak to peak distance,accz_Root mean square,accz_Skewness,accz_Standard deviation,accz_Variance,activity
7.02862490882581,1.7659861579964347,40.0,160.0,0.1854357,0.1898477,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0033040750000000174,0.4670498476561802,0.1939644,0.18744474249999998,0.00208618935,0.1874368,0.0015855500000000189,0.1787438,0.0152206,0.18746499551684057,-0.21954554658897502,0.002755549534619864,7.59305323774375e-06,124.41392292675815,31.259779629838732,40.0,160.0,0.7866908,0.7904579,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.003041675000000077,1.580003082013202,0.7985047,0.7887094665000001,0.001973477480000009,0.788394,0.0014987000000000195,0.7810431,0.017461599999999966,0.7887138991001684,0.5930507977270504,0.0026442554861676594,6.992087076127765e-06,65.83687670536996,16.541928820444713,40.0,160.0,0.5705076,0.5766496,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.004282525000000037,0.6919429752932271,0.5861577,0.573732978,0.0029102931200000004,0.57368345,0.002154350000000027,0.5624127,0.023745000000000016,0.5737459224489965,0.1839526081353784,0.0038540215491504465,1.4853482101316008e-05,6
7.07975605329975,1.7788331792210428,40.0,160.0,0.1858123,0.1904469,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0035306499999999685,0.0010645335661019217,0.1960576,0.1881236565,0.002250101630000001,0.1880869,0.0018064500000000011,0.1803184,0.01573920000000001,0.18814563578913743,-0.12341280258557491,0.0028757836442885884,8.270131568757754e-06,124.34109298744087,31.241480650110773,40.0,160.0,0.7864455,0.7902336,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0028105499999999672,0.028801678165378153,0.7932501,0.7884799219999999,0.0017381309200000068,0.78877205,0.0014238500000000043,0.7810343,0.012215799999999999,0.7884830149960139,-0.390226053133167,0.0022085153561422224,4.877540078316007e-06,65.81328957470095,16.536002405703755,40.0,160.0,0.5702602,0.576588,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0048632249999999155,1.0442296146901615,0.5893528,0.573630079,0.002986521259999999,0.5737917,0.002456349999999996,0.5639359,0.025416899999999965,0.573643136343062,0.2986559697418434,0.003870444413560146,1.4980339958458942e-05,6
7.172651673900599,1.802173787412211,40.0,160.0,0.1875204,0.1910264,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0028620999999999786,1.6396348736723008,0.1977101,0.18935671599999998,0.0019762428400000006,0.18943395000000002,0.001453649999999987,0.1795794,0.0181307,0.18937597094009315,-0.3357879985934063,0.0027004583311623235,7.292475198344001e-06,123.66753769200488,31.072245651257507,40.0,160.0,0.7841881,0.7885494,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0034018999999999577,0.5945422198336856,0.7934405,0.7863392315,0.0021731339250000026,0.7864968,0.0016899499999999956,0.7771979,0.016242599999999996,0.7863445100336267,-0.2978955435432381,0.002881226130288587,8.301464013857745e-06,66.27702718731399,16.652519393797483,40.0,160.0,0.5721389,0.5789262,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.9986917597935218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.005522649999999962,1.0033470614860693,0.593163,0.5756429045,0.003502573319999998,0.57571725,0.0027977999999999614,0.565289,0.027873999999999954,0.575660608289789,0.3965219447331608,0.004514691060729375,2.038243537382973e-05,6
7.16611226738571,1.800530720448671,40.0,160.0,0.186815,0.1917496,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,199.0,1.0,0.0,0.0,0.0,0.003897274999999978,1.0828537448479194,0.2015769,0.18926673449999998,0.0023042345349999984,0.1891679,0.001961850000000001,0.1813777,0.0201992,0.18928962289816245,0.4127694455010358,0.0029435605370129125,8.664548635059745e-06,123.76862513933588,31.097644507370823,40.0,160.0,0.7847327,0.7887359,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0029666500000000706,-0.3283016162076122,0.7919008,0.7866621845,0.0019177294999999995,0.7866353,0.001497899999999941,0.7808584,0.011042400000000008,0.7866658284790814,-0.06837522629965696,0.00239440480441586,5.7331743674097525e-06,66.50100526737761,16.708795293310956,40.0,160.0,0.5731122,0.5796264,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.005027774999999957,-0.48287269733557947,0.5862649,0.5766202655,0.003091891500000001,0.5765477999999999,0.002585699999999913,0.5682896,0.017975300000000027,0.5766324881038946,0.2871841801530687,0.0037544309285908787,1.4095751597559766e-05,6
15.607425320949629,3.9214636484798064,40.0,160.0,0.1916569,0.3174859,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.9999999999999999,0.0,0.0,0.0,0.0,4.0,49.0,147.0,0.0,0.0,0.0,0.12185764999999998,3.032255580109628,0.3326648,0.26642928371499996,0.06702922812470001,0.3123864,0.00620119999999999,-0.07904779,0.41171259,0.2793512602526578,-1.8275883733324318,0.08397954146016863,0.007052563383860182,119.86343276192292,30.116440392442946,40.0,160.0,0.7716091,0.7861193,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,174.0,17.0,0.012766775000000008,13.480907053350613,0.986462,0.7694929254999999,0.03537826163000006,0.77576285,0.005022250000000006,0.2995589,0.6869030999999999,0.7741557748990927,-2.8953430737459613,0.08483985746726594,0.007197801415066,62.4874345151901,15.700360430952287,40.0,160.0,0.5236367,0.5756054,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.0,184.0,6.0,8.0,0.04821730000000002,12.408527697018256,0.9512482,0.554193455,0.04158666324999999,0.5293276,0.007119250000000021,0.3761371,0.5751111,0.5589607969938057,3.202884228359754,0.07284769736315264,0.005306787011113475,6
2.2408579380599196,0.5630296326783718,40.0,160.0,0.05533898,0.1348025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.9999999999999999,0.0,0.0,0.0,0.0,6.0,189.0,5.0,0.0,0.0,0.0,0.0685789125,1.9905417925146347,0.2801273,0.09271717124999998,0.0376876816125,0.0935149,0.034135200000000004,-0.08615691,0.36628421,0.10585031738402866,-0.060279933471658435,0.05106677829761509,0.0026078158456977717,102.29657276839004,25.70265647446986,40.0,160.0,0.66461,0.7666562,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,163.0,15.0,0.07766677499999997,1.1941118279023977,0.908737,0.7102480005000001,0.06129498941999998,0.7243614,0.03771840000000004,0.4557777,0.4529593,0.7151803016316586,-0.8934958275868268,0.08384892144626638,0.00703064162770215,94.28337314840718,23.689289735780697,40.0,160.0,0.626597,0.7413407,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,167.0,15.0,0.10023785000000007,0.14352440591915583,0.8892029,0.6823251100000001,0.061303829300000015,0.6659423,0.043896900000000016,0.4821509,0.407052,0.686598037968385,0.32310793900479223,0.07648078193588112,0.0058493100055238,6
7.251755648039657,1.8220491577989086,40.0,160.0,-0.2075138,-0.1398579,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.9999999999999999,0.0,0.0,4.0,56.0,133.0,7.0,0.0,0.0,0.0,0.0,0.053389574999999995,2.7286146611035482,0.04732267,-0.17385403695,0.0533305575955,-0.19362735,0.0214588,-0.4665558,0.51387847,0.19041737903930483,0.10395273654745017,0.07767594271321279,0.006033552076386315,26.936070389644012,6.767856881820103,40.0,160.0,-0.05818471,0.4261911,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.9999999999999999,0.0,0.0,0.0,0.0,102.0,24.0,21.0,28.0,7.0,16.0,0.46691556,0.19811808925754182,1.017936,0.1814457323265,0.27057403007839,-0.0095741645,0.0655383155,-0.1795554,1.1974913999999999,0.3669882177239755,1.1559366767430965,0.3189949814161975,0.10175779816872016,169.115149040745,42.491243477574116,40.0,160.0,0.8701882,0.9757141,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,19.0,157.0,0.06443049999999995,4.190670411779306,1.281363,0.9082541104999998,0.09708329725000009,0.9626935000000001,0.017695499999999975,0.3253131,0.9560499,0.9195519263226656,-1.8192246019830338,0.14370183006342974,0.02065021596357884,6
8.00148593366409,2.0104236014231383,40.0,160.0,-0.2030888,-0.1969463,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.9986917597935218,0.0,0.0,0.0,103.0,97.0,0.0,0.0,0.0,0.0,0.0,0.004826499999999984,2.7226100536610414,-0.1814377,-0.1999631745,0.0033737975200000005,-0.2001183,0.0025251500000000038,-0.2170045,0.03556679999999998,0.20001857330838166,0.17695169056988383,0.004707282889629617,2.2158512202999754e-05,0.1832375160695293,0.04603957690189178,40.0,160.0,-0.03686137,-0.0191083,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.9999999999999999,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.013349715000000002,-0.5190181297425855,-0.01217713,-0.02864455565,0.0079407890935,-0.028781559999999998,0.007061724999999998,-0.05331323,0.0411361,0.03026859065677896,-0.47325821378537664,0.009781462669851559,9.567701196169959e-05,189.65291761084842,47.65148683689659,40.0,160.0,0.9705078,0.9766825,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.9986917597935218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.004538700000000007,0.3623230338028445,0.9850248,0.9737805864999999,0.0030842455800000118,0.9740626,0.0024280999999999886,0.9619381,0.023086700000000016,0.9737887800001815,-0.12584333016529323,0.003994672697251647,1.595740995816775e-05,6
11.49614397505053,2.8884783856910876,40.0,160.0,-0.201464,0.2978981,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.9999999999999999,0.0,0.0,0.0,52.0,76.0,0.0,72.0,0.0,0.0,0.0,0.496467375,-1.6589120665161805,0.306578,-0.020064939499999993,0.22932638743999997,-0.19619275,0.005949099999999999,-0.2082813,0.5148593,0.2397513709559398,0.5831377350532234,0.23891027202302123,0.057078118078114,47.60831285258617,11.96188765140356,40.0,160.0,-0.01500599,0.813197,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.9999999999999999,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,72.0,0.8255208325,-1.6594515592462427,0.8208862,0.2844386448,0.3805285277439999,-0.009994144,0.006751181,-0.02150609,0.84239229,0.48789503406258483,0.5831870532499455,0.396404114014058,0.15713622160727028,137.85920049275813,34.63799007355732,40.0,160.0,0.4813515,0.9756562,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,128.0,0.49162122500000005,-1.6581790411614419,0.9822782,0.795865262,0.22692451964,0.96986205,0.006832400000000016,0.4652859,0.5169923000000001,0.8302385214285053,-0.5833753155866657,0.23642014974502906,0.05589448720546196,6
18.282061035861958,4.593482672327125,40.0,160.0,0.2998544,0.3051515,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.9986917597935218,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0039585000000000314,0.14340984295972747,0.3116195,0.30232645599999997,0.0023547671599999957,0.30213524999999997,0.0019324499999999745,0.2947638,0.016855699999999973,0.30234137192800753,0.03467047777210645,0.0030031952633593428,9.019181789863991e-06,132.08249336093087,33.186556120836904,40.0,160.0,0.8104932,0.8145598,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0029665500000000122,0.5208910527051338,0.8215586,0.8126535734999999,0.0019780476200000063,0.8129296500000001,0.0016113000000000377,0.8048767,0.016681900000000027,0.8126576565840344,-0.010906725788229963,0.002576098277327116,6.636282334447735e-06,45.877724050308785,11.52706634429869,40.0,160.0,0.4757506,0.4821416,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.005035724999999991,0.11733892646121458,0.4906372,0.478930359,0.0030038344099999996,0.47897765000000003,0.0025521500000000585,0.4671917,0.023445500000000008,0.4789453207324861,-0.04650880871855893,0.0037856940810132816,1.4331479675018995e-05,6
